CASEID,COMPWT,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID
21942,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0
21943,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
21944,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,1,42,  0,0,1,0,    0,2, 0,  0,7,2,0,    0
21945,1.06000000000000005e+00, 4, 0,  0,3, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0
21946,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,5,2,0,    0
21947,1.06000000000000005e+00, 1,70,  0,2, 1,32,  0,1,1,70,  0,7,2,0,    0,1,32,  0,7,1,0,    0
21948,1.06000000000000005e+00, 1,28,  0,3, 1,28,  0,3,1,23,  0,7,1,0,    0,1,28,  0,7,3,0,    0
21949,1.06000000000000005e+00, 1,70,  0,2, 2, 0,  0,2,2, 0,  0,4,2,0,    0,0, 0,  0, ,0,0,    0
21950,1.06000000000000005e+00, 1,38,  0,2, 1,38,  0,2,1,38,  0,0,2,0,    0,1,38,  0,3,2,0,    0
21951,1.59000000000000008e+00, 1,14,  0,1, 1,14,  0,1,1,14,  0,0,1,0,    0,1,14,  0,4,1,0,    0
21952,2.66000000000000014e+00, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,5,2,0,    0
21953,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,7,2,0,    0
21954,1.59000000000000008e+00, 1,48,  0,3, 1,48,  0,3,1,48,  0,2,3,0,    0,1,48,  0,7,3,0,    0
21955,1.06000000000000005e+00, 1,50,  0,3, 1,50,  0,3,1,50,  0,2,3,0,    0,1,50,  0,2,3,0,    0
21956,1.06000000000000005e+00, 3, 0,  0,3, 2, 0,  0,2,2, 0,  0,1,2,0,    0,2, 0,  0,2,2,0,    0
21957,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,1,18,  0,7,1,0,    0,2, 0,  0,6,2,0,    0
21958,5.30000000000000027e-01, 1,60, 35,1, 1,14,  0,1,1,14,  0,3,1,0,    0,1,14,  0,6,1,0,    0
21959,1.06000000000000005e+00, 1,70,  0,2, 1,70,  0,2,1,70,  0,6,2,0,    0,1,70,  0,7,2,0,    0
21960,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
21961,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
21962,1.59000000000000008e+00, 1,70,  0,2, 1,70,  0,2,1,15,  0,6,1,0,    0,1,70,  0,7,2,0,    0
21963,5.30000000000000027e-01, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,1,9,0,    0,5, 0,  0,8,9,0,    0
21964,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,7,2,0,    0
21965,5.30000000000000027e-01, 1,38,  0,2, 1,60, 71,2,1,60, 71,7,2,0,    0,1,60, 71,7,2,0,    0
21966,5.30000000000000027e-01, 1,99,999,9, 1,32,  0,1,1,32,  0,7,1,0,    0,1,32,  0,7,1,0,    0
21967,1.06000000000000005e+00, 1,70,  0,2, 1,70,  0,2,1,70,  0,9,2,0,    0,1,70,  0,9,2,0,    0
21968,1.06000000000000005e+00, 1,60, 40,3, 1,50,  0,3,1,50,  0,7,3,0,    0,1,50,  0,7,3,0,    0
21969,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,1,60,  3,1,1,0,    0,2, 0,  0,1,2,0,    0
21970,5.30000000000000027e-01, 1,48,  0,3, 1,48,  0,3,1,48,  0,7,3,0,    0,1,48,  0,7,3,0,    0
21971,1.06000000000000005e+00, 1,34,  0,2, 1,34,  0,2,1,34,  0,7,2,0,    0,1,34,  0,7,2,0,    0
21972,5.30000000000000027e-01, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,3, 0,  0,3,3,0,    0
21973,5.30000000000000027e-01, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,3,9,0,    0,5, 0,  0,3,9,0,    0
21974,5.30000000000000027e-01, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,5, 0,  0,0,9,0,    0
21975,5.30000000000000027e-01, 5, 0,  0,9, 1,15,  0,1,0, 0,  0, ,0,0,    0,4, 0,  0,0,3,0,    0
21976,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
21977,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,5,2,0,    0
21978,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
21979,5.30000000000000027e-01, 5, 0,  0,9, 1,34,  0,2,4, 0,  0,0,3,0,    0,1,34,  0,1,2,0,    0
21980,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
21981,5.30000000000000027e-01, 1,32,  0,1, 1,32,  0,1,1,32,  0,7,1,0,    0,1,32,  0,7,1,0,    0
21982,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
21983,5.30000000000000027e-01, 4, 0,  0,3, 1,30,  0,2,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0
21984,5.30000000000000027e-01, 1,10,  0,1, 1,10,  0,1,1,14,  0,8,1,0,    0,1,10,  0,8,1,0,    0
21985,1.06000000000000005e+00, 5, 0,  0,9, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0
21986,1.59000000000000008e+00, 1,12,  0,1, 1,12,  0,1,0, 0,  0, ,0,0,    0,1,12,  0,0,1,0,    0
21987,1.59000000000000008e+00, 4, 0,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
21988,1.06000000000000005e+00, 4, 0,  0,3, 1,14,  0,1,1,14,  0,7,1,0,    0,1,60, 56,7,1,0,    0
21989,1.06000000000000005e+00, 1,14,  0,1, 1,22,  0,3,1,22,  0,7,3,0,    0,1,22,  0,7,3,0,    0
21990,1.06000000000000005e+00, 1,10,  0,1, 1,10,  0,1,4, 0,  0,0,3,0,    0,1,10,  0,7,1,0,    0
21991,1.59000000000000008e+00, 1,10,  0,1, 1,10,  0,1,1,10,  0,5,1,0,    0,1,10,  0,5,1,0,    0
21992,2.12999999999999989e+00, 1,60, 56,1, 1,14,  0,1,1,14,  0,6,1,0,    0,1,14,  0,9,1,0,    0
21993,1.06000000000000005e+00, 1,10,  0,1, 1,10,  0,1,1,10,  0,6,1,0,    0,1,10,  0,6,1,0,    0
21994,1.06000000000000005e+00, 1,60, 68,1, 1,14,  0,1,1,14,  0,7,1,0,    0,1,14,  0,7,1,0,    0
21995,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0
21996,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,1,18,  0,2,1,0,    0,1,18,  0,7,1,0,    0
21997,5.30000000000000027e-01, 1,60, 45,1, 1,60, 45,1,1,60, 45,2,1,0,    0,1,60, 45,7,1,0,    0
21998,1.06000000000000005e+00, 1,14,  0,1, 1,14,  0,1,4, 0,  0,0,3,0,    0,1,14,  0,3,1,0,    0
21999,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,8,2,0,    0
22000,1.06000000000000005e+00, 1,32,  0,1, 1,32,  0,1,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0
22001,1.06000000000000005e+00, 1,60, 40,3, 1,60, 40,3,1,60, 40,4,3,0,    0,1,50,  0,4,3,0,    0
22002,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22003,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,4,2,0,    0
22004,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,3,2,0,    0,2, 0,  0,3,2,0,    0
22005,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,7,2,0,    0
22006,1.59000000000000008e+00, 1,32,  0,1, 2, 0,  0,2,2, 0,  0,7,2,0,    0,1,70,  0,0,2,0,    0
22007,5.30000000000000027e-01, 1,31,  0,2, 1,31,  0,2,1,31,  0,7,2,0,    0,1,31,  0,7,2,0,    0
22008,5.30000000000000027e-01, 4, 0,  0,3, 1,50,  0,3,1,50,  0,0,3,0,    0,1,50,  0,0,3,0,    0
22009,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22010,1.06000000000000005e+00, 4, 0,  0,3, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,22,  0,7,3,0,    0
22011,1.06000000000000005e+00, 1,30,  0,2, 1,30,  0,2,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0
22012,1.06000000000000005e+00, 1,22,  0,3, 4, 0,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0
22013,1.06000000000000005e+00, 1,60, 45,1, 4, 0,  0,3,4, 0,  0,1,3,0,    0,1,31,  0,6,2,0,    0
22014,5.30000000000000027e-01, 4, 0,  0,3, 1,48,  0,3,4, 0,  0,1,3,0,    0,1,48,  0,1,3,0,    0
22015,1.06000000000000005e+00, 1,32,  0,1, 1,60, 57,1,1,60, 51,3,2,0,    0,1,60, 57,3,1,0,    0
22016,5.30000000000000027e-01, 1,10,  0,1, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0
22017,1.06000000000000005e+00, 2, 0,  0,2, 1,48,  0,3,2, 0,  0,1,2,0,    0,1,18,  0,1,1,0,    0
22018,1.59000000000000008e+00, 1,50,  0,3, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0
22019,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0
22020,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22021,5.30000000000000027e-01, 1,13,  0,1, 1,13,  0,1,0, 0,  0, ,0,0,    0,1,13,  0,7,1,0,    0
22022,5.30000000000000027e-01, 1,14,  0,1, 1,14,  0,1,4, 0,  0,0,3,0,    0,1,14,  0,7,1,0,    0
22023,5.30000000000000027e-01, 1,18,  0,1, 1,15,  0,1,1,14,  0,6,1,0,    0,1,14,  0,6,1,0,    0
22024,3.72000000000000020e+00, 1,11,  0,2, 1,11,  0,2,0, 0,  0, ,0,0,    0,1,11,  0,9,2,0,    0
22025,5.30000000000000027e-01, 2, 0,  0,2, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0
22026,5.30000000000000027e-01, 5, 0,  0,9, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0
22027,1.06000000000000005e+00, 1,10,  0,1, 1,12,  0,1,1,15,  0,5,1,0,    0,0, 0,  0, ,0,0,    0
22028,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22029,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22030,1.06000000000000005e+00, 1,31,  0,2, 1,31,  0,2,0, 0,  0, ,0,0,    0,1,31,  0,8,2,0,    0
22031,1.06000000000000005e+00, 4, 0,  0,3, 1,70,  0,2,4, 0,  0,6,3,0,    0,1,70,  0,7,2,0,    0
22032,2.66000000000000014e+00, 2, 0,  0,2, 4, 0,  0,3,2, 0,  0,0,2,0,    0,4, 0,  0,0,3,0,    0
22033,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,0,2,0,    0
22034,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,1,28,  0,2,3,0,    0,2, 0,  0,7,2,0,    0
22035,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22036,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,4,2,0,    0,2, 0,  0,4,2,0,    0
22037,1.59000000000000008e+00, 1,41,  0,3, 1,41,  0,3,1,41,  0,6,3,0,    0,2, 0,  0,7,2,0,    0
22038,5.30000000000000027e-01, 1,50,  0,3, 1,50,  0,3,2, 0,  0,7,2,0,    0,1,50,  0,2,3,0,    0
22039,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22040,1.06000000000000005e+00, 1,28,  0,3, 2, 0,  0,2,2, 0,  0,2,2,0,    0,1,28,  0,4,3,0,    0
22041,1.59000000000000008e+00, 1,60, 58,1, 1,60, 58,1,1,60, 58,8,1,0,    0,1,60, 58,8,1,0,    0
22042,5.30000000000000027e-01, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,0,3,0,    0,3, 0,  0,0,3,0,    0
22043,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22044,5.30000000000000027e-01, 1,22,  0,3, 1,41,  0,3,4, 0,  0,0,3,0,    0,2, 0,  0,0,2,0,    0
22045,1.06000000000000005e+00, 4, 0,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22046,5.30000000000000027e-01, 1,38,  0,2, 1,38,  0,2,1,38,  0,3,2,0,    0,1,38,  0,3,2,0,    0
22047,1.06000000000000005e+00, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,4, 0,  0,0,3,0,    0
22048,1.59000000000000008e+00, 1,20,  0,2, 1,20,  0,2,1,70,  0,1,2,0,    0,1,20,  0,1,2,0,    0
22049,1.06000000000000005e+00, 1,60, 58,1, 1,38,  0,2,1,38,  0,2,2,0,    0,2, 0,  0,3,2,0,    0
22050,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,8,2,0,    0
22051,5.30000000000000027e-01, 2, 0,  0,2, 4, 0,  0,3,0, 0,  0, ,0,0,    0,1,48,  0,0,3,0,    0
22052,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22053,1.06000000000000005e+00, 1,60, 80,3, 1,60, 71,2,4, 0,  0,0,3,0,    0,1,60, 71,2,2,0,    0
22054,1.06000000000000005e+00, 1,50,  0,3, 1,50,  0,3,1,50,  0,7,3,0,    0,1,50,  0,7,3,0,    0
22055,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,0,3,0,    0
22056,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22057,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,5,2,0,    0,2, 0,  0,5,2,0,    0
22058,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,3,2,0,    0,2, 0,  0,7,2,0,    0
22059,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0
22060,1.06000000000000005e+00, 4, 0,  0,3, 3, 0,  0,3,3, 0,  0,0,3,0,    0,3, 0,  0,2,3,0,    0
22061,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,3, 0,  0,6,3,0,    0
22062,5.30000000000000027e-01, 4, 0,  0,3, 2, 0,  0,2,1,42,  0,4,1,0,    0,2, 0,  0,5,2,0,    0
22063,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,5,2,0,    0,2, 0,  0,7,2,0,    0
22064,1.06000000000000005e+00, 1,20,  0,2, 1,20,  0,2,0, 0,  0, ,0,0,    0,1,20,  0,7,2,0,    0
22065,5.30000000000000027e-01, 4, 0,  0,3, 4, 0,  0,3,1,18,  0,6,1,0,    0,1,18,  0,6,1,0,    0
22066,5.30000000000000027e-01, 1,15,  0,1, 1,15,  0,1,0, 0,  0, ,0,0,    0,1,15,  0,5,1,0,    0
22067,5.30000000000000027e-01, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,4, 0,  0,3,3,0,    0
22068,5.30000000000000027e-01, 1,14,  0,1, 1,14,  0,1,1,14,  0,4,1,0,    0,1,14,  0,5,1,0,    0
22069,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0
22070,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,2,3,0,    0,1,38,  0,2,2,0,    0
22071,1.59000000000000008e+00, 4, 0,  0,3, 2, 0,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,7,2,0,    0
22072,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,1,18,  0,5,1,0,    0,1,18,  0,7,1,0,    0
22073,3.18999999999999995e+00, 4, 0,  0,3, 4, 0,  0,3,9,99,999,0,9,0,    0,0, 0,  0, ,0,0,    0
22074,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,1,50,  0,6,3,0,    0
22075,5.30000000000000027e-01, 1,60, 31,2, 1,60, 31,2,0, 0,  0, ,0,0,    0,1,60, 31,7,2,0,    0
22076,5.30000000000000027e-01, 1,10,  0,1, 1,10,  0,1,1,10,  0,3,1,0,    0,1,10,  0,7,1,0,    0
22077,1.06000000000000005e+00, 1,70,  0,2, 1,18,  0,1,1,18,  0,2,1,0,    0,1,18,  0,3,1,0,    0
22078,1.06000000000000005e+00, 1,70,  0,2, 1,70,  0,2,0, 0,  0, ,0,0,    0,1,48,  0,7,3,0,    0
22079,1.59000000000000008e+00, 1,18,  0,1, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22080,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,5,2,0,    0,1,10,  0,0,1,0,    0
22081,1.06000000000000005e+00, 1,14,  0,1, 1,14,  0,1,1,14,  0,3,1,0,    0,1,14,  0,3,1,0,    0
22082,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,8,2,0,    0
22083,1.06000000000000005e+00, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,7,9,0,    0,5, 0,  0,7,9,0,    0
22084,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,1,38,  0,1,2,0,    0,2, 0,  0,7,2,0,    0
22085,5.30000000000000027e-01, 1,20,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22086,2.12999999999999989e+00, 1,10,  0,1, 1,10,  0,1,1,10,  0,7,1,0,    0,1,10,  0,7,1,0,    0
22087,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,7,2,0,    0
22088,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,8,2,0,    0
22089,5.30000000000000027e-01, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,3,3,0,    0,3, 0,  0,3,3,0,    0
22090,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,8,2,0,    0
22091,5.30000000000000027e-01, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,0,3,0,    0,3, 0,  0,0,3,0,    0
22092,5.30000000000000027e-01, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,4,3,0,    0,3, 0,  0,4,3,0,    0
22093,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,6,3,0,    0,3, 0,  0,6,3,0,    0
22094,1.06000000000000005e+00, 1,60,100,1, 1,60, 83,1,1,60, 83,7,1,0,    0,1,60, 83,7,1,0,    0
22095,1.06000000000000005e+00, 1,22,  0,3, 1,28,  0,3,1,28,  0,0,3,0,    0,1,28,  0,0,3,0,    0
22096,5.30000000000000027e-01, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,1,10,  0,7,1,0,    0
22097,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,5,2,0,    0,2, 0,  0,6,2,0,    0
22098,5.30000000000000027e-01, 1,18,  0,1, 1,28,  0,3,1,28,  0,7,3,0,    0,1,18,  0,7,1,0,    0
22099,1.06000000000000005e+00, 2, 0,  0,2, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,15,  0,7,1,0,    0
22100,1.06000000000000005e+00, 4, 0,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22101,5.30000000000000027e-01, 1,14,  0,1, 1,14,  0,1,1,14,  0,7,1,0,    0,1,14,  0,7,1,0,    0
22102,1.06000000000000005e+00, 1,50,  0,3, 1,50,  0,3,1,50,  0,4,3,0,    0,1,50,  0,5,3,0,    0
22103,2.12999999999999989e+00, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,1,50,  0,7,3,0,    0
22104,1.06000000000000005e+00, 1,50,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,8,2,0,    0
22105,1.06000000000000005e+00, 1,41,  0,3, 1,41,  0,3,1,41,  0,5,3,0,    0,1,40,  0,5,2,0,    0
22106,1.06000000000000005e+00, 1,14,  0,1, 1,14,  0,1,1,14,  0,0,1,0,    0,1,99,999,2,9,0,    0
22107,1.06000000000000005e+00, 1,14,  0,1, 1,23,  0,1,1,10,  0,1,1,0,    0,1,23,  0,3,1,0,    0
22108,1.06000000000000005e+00, 1,22,  0,3, 1,22,  0,3,1,22,  0,5,3,0,    0,1,22,  0,6,3,0,    0
22109,1.06000000000000005e+00, 1,14,  0,1, 1,14,  0,1,1,10,  0,5,1,0,    0,1,10,  0,3,1,0,    0
22110,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22111,5.30000000000000027e-01, 1,14,  0,1, 1,14,  0,1,1,14,  0,8,1,0,    0,1,14,  0,7,1,0,    0
22112,5.30000000000000027e-01, 1,50,  0,3, 1,48,  0,3,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0
22113,1.59000000000000008e+00, 1,14,  0,1, 5, 0,  0,9,5, 0,  0,4,9,0,    0,5, 0,  0,4,9,0,    0
22114,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,3,2,0,    0
22115,1.06000000000000005e+00, 4, 0,  0,3, 1,60, 65,1,4, 0,  0,2,3,0,    0,1,60, 65,2,1,0,    0
22116,5.30000000000000027e-01, 1,50,  0,3, 1,50,  0,3,1,50,  0,5,3,0,    0,1,50,  0,5,3,0,    0
22117,1.06000000000000005e+00, 1,70,  0,2, 1,22,  0,3,1,21,  0,3,2,0,    0,1,20,  0,3,2,0,    0
22118,5.30000000000000027e-01, 1,11,  0,2, 4, 0,  0,3,4, 0,  0,0,3,0,    0,1,11,  0,3,2,0,    0
22119,1.06000000000000005e+00, 1,60, 20,2, 1,60, 20,2,1,60, 20,6,2,0,    0,1,60, 20,6,2,0,    0
22120,1.06000000000000005e+00, 1,10,  0,1, 1,10,  0,1,4, 0,  0,0,3,0,    0,5, 0,  0,2,9,0,    0
22121,5.30000000000000027e-01, 1,60, 51,2, 1,60, 51,2,1,60, 51,4,2,0,    0,1,60, 51,4,2,0,    0
22122,5.30000000000000027e-01, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,4,2,0,    0
22123,1.06000000000000005e+00, 2, 0,  0,2, 1,14,  0,1,1,22,  0,1,3,0,    0,1,22,  0,1,3,0,    0
22124,1.06000000000000005e+00, 1,14,  0,1, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,22,  0,7,3,0,    0
22125,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,8,2,0,    0
22126,5.30000000000000027e-01, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0
22127,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,4,2,0,    0,2, 0,  0,8,2,0,    0
22128,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,3,3,0,    0,3, 0,  0,3,3,0,    0
22129,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22130,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,8,3,0,    0,3, 0,  0,3,3,0,    0
22131,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22132,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,6,2,0,    0
22133,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,0,3,0,    0,3, 0,  0,0,3,0,    0
22134,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0
22135,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,0, 0,  0, ,0,0,    0
22136,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22137,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22138,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,8,2,0,    0
22139,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0
22140,2.66000000000000014e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22141,2.12999999999999989e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,2,3,0,    0
