CASEID,YEAR,VERSION,COMPWT,SEX,AGE,RACE,SRCBELT,RELIG,RELIG16,DENOM16,PARELIG,PARELKID,MARELIG,MARELKID,SPREL,EDUC,SEI,INCOME,RINCOME,INTRHOME,COMPUSE,WEBMOB,WEBTV,EMAILHR,EMAILMIN,USEWWW,WWWHR,WWWMIN
47777,2006,7,8.59999999999999987e-01,1,53,1,4, 2, 0, 0,0,0,0,0, 0,12,36.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47778,2006,4,4.29999999999999993e-01,1,41,1,4, 1, 1,35,0,0,0,0, 0,14,60.5,12,12,0,0,0,0, -1,-1,0,  1, 0
47779,2006,7,1.29000000000000004e+00,1,76,1,4, 1, 0, 0,0,0,0,0, 0,13,38.2,12, 0,0,0,0,0, -1,-1,0, -1,-1
47780,2006,4,8.59999999999999987e-01,2,50,1,4, 4, 2, 0,0,0,0,0,11,12,37.7,12,12,0,0,0,0, -1,-1,0,  1, 0
47781,2006,4,1.90999999999999992e+00,2,56,1,4, 1, 1,32,0,0,0,0, 0,12,51.9,12,11,0,0,0,0, -1,-1,0, -1,-1
47782,2006,5,8.59999999999999987e-01,2,38,1,4, 1, 2, 0,0,0,0,0, 1,16,84.7,12, 0,1,0,0,0, -1,-1,0, 14, 0
47783,2006,4,8.59999999999999987e-01,2,67,2,4, 1, 1,14,0,0,0,0, 0, 0,-1.0,98, 0,0,0,0,0, -1,-1,0, -1,-1
47784,2006,2,8.59999999999999987e-01,2,42,1,4, 1, 1,33,0,0,0,0, 1,12,22.5,12, 7,1,0,0,0, -1,-1,0, -1,-1
47785,2006,7,8.59999999999999987e-01,1,42,1,4, 1, 0, 0,0,0,0,0, 0,12,66.1,12,12,0,0,0,0, -1,-1,0, -1,-1
47786,2006,7,4.29999999999999993e-01,1,51,1,4,11, 0, 0,0,0,0,0, 0,12,45.9,12,12,0,0,0,0, -1,-1,0, -1,-1
47787,2006,6,9.49999999999999956e-01,1,43,1,4, 1, 1,38,0,0,0,0, 0,13,49.6,12,12,1,0,0,0, -1,-1,0,  2, 0
47788,2006,3,4.29999999999999993e-01,2,56,1,4, 3, 3, 0,0,0,0,0, 0,16,54.7,12, 0,1,0,0,0, -1,-1,0, -1,-1
47789,2006,1,8.59999999999999987e-01,1,40,1,4, 1, 4, 0,0,0,0,0, 1,17,90.8,12,12,0,0,0,0, -1,-1,0,  2, 0
47790,2006,7,8.59999999999999987e-01,1,39,1,4, 2, 0, 0,0,0,0,0, 0,12,63.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47791,2006,7,1.90999999999999992e+00,1,49,1,4, 1, 0, 0,0,0,0,0, 0,14,35.1,12,12,0,0,0,0, -1,-1,0, -1,-1
47792,2006,1,8.59999999999999987e-01,1,34,3,4, 2, 2, 0,0,0,0,0, 2,16,64.1,12,12,0,0,0,0, -1,-1,0, 20, 0
47793,2006,4,1.71999999999999997e+00,2,53,1,2, 2, 2, 0,0,0,0,0, 2,12,66.1,12,12,0,0,0,0, -1,-1,0, -1,-1
47794,2006,7,8.59999999999999987e-01,1,22,2,2, 1, 0, 0,0,0,0,0, 0,12,28.4, 4, 4,0,0,0,0, -1,-1,0, -1,-1
47795,2006,5,2.14999999999999991e+00,1,46,1,2, 2, 2, 0,0,0,0,0, 0,12,28.4,12, 9,2,0,0,0, -1,-1,0, -1,-1
47796,2006,7,1.90999999999999992e+00,1,86,1,2, 1, 0, 0,0,0,0,0, 0,11,-1.0, 8, 0,0,0,0,0, -1,-1,0, -1,-1
47797,2006,1,4.29999999999999993e-01,1,49,1,2, 1, 1,30,0,0,0,0, 0,12,63.2,12,12,0,0,0,0, -1,-1,0, 14, 0
47798,2006,7,1.90999999999999992e+00,1,39,1,2, 4, 0, 0,0,0,0,0, 0,16,50.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47799,2006,2,4.29999999999999993e-01,2,55,1,2, 2, 2, 0,0,0,0,0, 0,14,76.4,12,12,1,0,0,0, -1,-1,0,  2, 0
47800,2006,4,9.49999999999999956e-01,2,34,1,2, 4, 1,48,0,0,0,0, 0,14,63.5,12,12,0,0,0,0, -1,-1,0,  2, 0
47801,2006,4,1.29000000000000004e+00,2,62,1,4, 1, 2, 0,0,0,0,0, 0,13,50.7,12, 0,0,0,0,0, -1,-1,0,  2, 0
47802,2006,6,8.59999999999999987e-01,1,85,1,4, 1, 1,22,0,0,0,0, 1,16,80.3,12, 0,1,0,0,0, -1,-1,0,  3, 0
47803,2006,7,1.29000000000000004e+00,1,51,1,4, 2, 0, 0,0,0,0,0, 0,20,87.0,12,13,0,0,0,0, -1,-1,0, -1,-1
47804,2006,3,4.29999999999999993e-01,2,80,1,4, 1, 1,50,0,0,0,0, 0,12,51.9,11, 0,2,0,0,0, -1,-1,0, -1,-1
47805,2006,5,8.59999999999999987e-01,2,46,2,4, 1, 1,14,0,0,0,0, 0,15,47.0,11, 2,1,0,0,0, -1,-1,0,  2, 0
47806,2006,5,1.00000000000000000e+00,1,86,1,5, 2, 2, 0,0,0,0,0, 2, 9,37.3, 9, 0,2,0,0,0, -1,-1,0, -1,-1
47807,2006,4,9.00000000000000022e-01,1,48,1,5, 1, 1,22,0,0,0,0, 2,13,49.6,12,12,0,0,0,0, -1,-1,0,  2, 0
47808,2006,6,1.80000000000000004e+00,2,22,1,5, 1, 1,32,0,0,0,0, 0,15,61.1, 9, 9,2,0,0,0, -1,-1,0, -1,-1
47809,2006,7,1.98999999999999999e+00,2,47,1,5, 1, 0, 0,0,0,0,0, 0,12,29.2,13,13,0,0,0,0, -1,-1,0, -1,-1
47810,2006,3,9.00000000000000022e-01,2,67,1,5, 2, 2, 0,0,0,0,0, 2,12,33.1,12, 0,1,0,0,0, -1,-1,0,  2, 0
47811,2006,5,9.00000000000000022e-01,1,58,1,5, 1, 2, 0,0,0,0,0, 1,14,83.7,12,12,1,0,0,0, -1,-1,0, 15, 0
47812,2006,3,1.35000000000000009e+00,2,57,1,5, 1, 1,18,0,0,0,0, 1,15,73.2,12,12,1,0,0,0, -1,-1,0,  1, 0
47813,2006,4,1.80000000000000004e+00,1,52,1,5, 1, 1,30,0,0,0,0, 1,14,37.3,12,12,0,0,0,0, -1,-1,0, -1,-1
47814,2006,3,9.00000000000000022e-01,2,69,1,5, 2, 2, 0,0,0,0,0, 2,12,36.2,12, 0,2,0,0,0, -1,-1,0, -1,-1
47815,2006,5,4.50000000000000011e-01,1,48,1,5, 1, 1,22,0,0,0,0, 0,13,37.3,12,10,1,0,0,0, -1,-1,0,  3, 0
47816,2006,7,9.00000000000000022e-01,1,43,1,5, 2, 0, 0,0,0,0,0, 0,12,63.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47817,2006,1,1.90999999999999992e+00,2,63,1,2, 1, 1,60,0,0,0,0, 1,18,78.5,12, 2,0,0,0,0, -1,-1,0,  2, 0
47818,2006,2,8.59999999999999987e-01,2,66,1,2, 2, 2, 0,0,0,0,0, 2,18,80.3,12, 0,1,0,0,0, -1,-1,0,  7, 0
47819,2006,1,8.59999999999999987e-01,2,43,1,2, 1, 1,22,0,0,0,0, 1,16,50.5,12,12,0,0,0,0, -1,-1,0, 15, 0
47820,2006,3,4.29999999999999993e-01,2,21,2,2, 1, 1,12,0,0,0,0, 0,16,92.3, 8, 8,1,0,0,0, -1,-1,0, 20, 0
47821,2006,7,1.90999999999999992e+00,2,48,1,2, 1, 0, 0,0,0,0,0, 0,18,80.3,12,11,0,0,0,0, -1,-1,0, -1,-1
47822,2006,3,4.29999999999999993e-01,2,38,2,2, 2, 2, 0,0,0,0,0, 0,12,33.1, 9, 9,1,0,0,0, -1,-1,0,  5, 0
47823,2006,4,4.29999999999999993e-01,2,57,2,2, 1, 1,60,0,0,0,0, 0,19,37.7,12,12,0,0,0,0, -1,-1,0,  3, 0
47824,2006,7,4.29999999999999993e-01,2,76,1,2, 1, 0, 0,0,0,0,0, 0,16,36.9,10, 0,0,0,0,0, -1,-1,0, -1,-1
47825,2006,7,9.49999999999999956e-01,2,21,3,2, 2, 0, 0,0,0,0,0, 0,15,50.5,10, 0,0,0,0,0, -1,-1,0, -1,-1
47826,2006,7,8.59999999999999987e-01,1,73,1,2, 1, 0, 0,0,0,0,0, 0,16,68.1,12, 0,0,0,0,0, -1,-1,0, -1,-1
47827,2006,2,8.59999999999999987e-01,2,23,2,2, 1, 1,21,0,0,0,0, 1,12,27.5,12,10,2,0,0,0, -1,-1,0, -1,-1
47828,2006,1,1.29000000000000004e+00,1,19,3,2, 1, 1,14,0,0,0,0, 0,10,34.8,12, 3,0,0,0,0, -1,-1,0, 20, 0
47829,2006,7,8.59999999999999987e-01,1,80,1,2, 1, 0, 0,0,0,0,0, 0,16,63.2,12, 0,0,0,0,0, -1,-1,0, -1,-1
47830,2006,3,1.71999999999999997e+00,1,50,1,2, 1, 1,30,0,0,0,0, 1,14,33.3,12,11,1,0,0,0, -1,-1,0,  4, 0
47831,2006,1,1.90999999999999992e+00,2,56,1,2, 1, 1,14,0,0,0,0, 1,12,51.9,13,13,0,0,0,0, -1,-1,0,  1, 0
47832,2006,4,4.29999999999999993e-01,2,37,2,2, 1, 1,22,0,0,0,0, 0,14,80.9, 9, 8,0,0,0,0, -1,-1,0, -1,-1
47833,2006,7,4.29999999999999993e-01,1,49,1,2, 1, 0, 0,0,0,0,0, 0,12,43.5,11, 0,0,0,0,0, -1,-1,0, -1,-1
47834,2006,3,8.59999999999999987e-01,2,27,1,2, 1, 1,70,0,0,0,0, 0,13,63.2,11,11,2,0,0,0, -1,-1,0,  4, 0
47835,2006,2,4.29999999999999993e-01,1,72,1,2, 1, 1,14,0,0,0,0, 0,11,31.5, 7, 0,2,0,0,0, -1,-1,0, -1,-1
47836,2006,3,4.29999999999999993e-01,2,39,2,2, 1, 1,20,0,0,0,0, 0,16,76.4,12,12,1,0,0,0, -1,-1,0, 10, 0
47837,2006,7,8.59999999999999987e-01,2,32,1,2, 1, 0, 0,0,0,0,0, 0,16,36.5,12, 0,0,0,0,0, -1,-1,0, -1,-1
47838,2006,6,4.29999999999999993e-01,2,63,1,2, 1, 1,14,0,0,0,0, 0,12,47.0,10, 0,1,0,0,0, -1,-1,0,  5, 0
47839,2006,7,8.59999999999999987e-01,2,41,1,2, 1, 0, 0,0,0,0,0, 0,16,63.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47840,2006,5,8.59999999999999987e-01,2,53,1,2, 1, 1,60,0,0,0,0, 0,15,73.2,12,12,1,0,0,0, -1,-1,0,  1, 0
47841,2006,4,4.29999999999999993e-01,2,77,1,4, 1, 1,60,0,0,0,0, 0,12,38.4, 9, 0,0,0,0,0, -1,-1,0, -1,-1
47842,2006,1,4.29999999999999993e-01,2,34,1,4, 1, 1,50,0,0,0,0, 0,16,68.1,12,12,0,0,0,0, -1,-1,0,  1, 0
47843,2006,7,1.90999999999999992e+00,1,29,1,4, 1, 0, 0,0,0,0,0, 0,12,45.9,12,12,0,0,0,0, -1,-1,0, -1,-1
47844,2006,7,8.59999999999999987e-01,1,47,2,4, 1, 0, 0,0,0,0,0, 0,13,34.2, 9, 2,0,0,0,0, -1,-1,0, -1,-1
47845,2006,7,8.59999999999999987e-01,1,46,1,4, 1, 0, 0,0,0,0,0, 0,12,32.0,12,12,0,0,0,0, -1,-1,0, -1,-1
47846,2006,7,4.29999999999999993e-01,2,63,1,4, 1, 0, 0,0,0,0,0, 0,12,53.3,12,12,0,0,0,0, -1,-1,0, -1,-1
47847,2006,3,8.59999999999999987e-01,2,28,1,4, 1, 1,18,0,0,0,0, 1, 9,64.8,10, 9,2,0,0,0, -1,-1,0, -1,-1
47848,2006,1,8.59999999999999987e-01,1,45,2,4, 1, 1,60,0,0,0,0, 0,10,20.1, 9, 9,0,0,0,0, -1,-1,0, -1,-1
47849,2006,7,8.59999999999999987e-01,2,48,2,2, 1, 0, 0,0,0,0,0, 0,12,35.1, 8, 0,0,0,0,0, -1,-1,0, -1,-1
47850,2006,7,4.29999999999999993e-01,2,54,1,2, 1, 0, 0,0,0,0,0, 0,16,68.8,12,12,0,0,0,0, -1,-1,0, -1,-1
47851,2006,6,9.49999999999999956e-01,2,24,1,2, 1, 1,22,0,0,0,0, 0,16,63.2,12,12,1,0,0,0, -1,-1,0, 40, 0
47852,2006,3,8.59999999999999987e-01,2,84,1,2, 3, 3, 0,0,0,0,0, 3,12,64.1,11, 0,2,0,0,0, -1,-1,0, -1,-1
47853,2006,6,4.29999999999999993e-01,2,51,1,2, 1, 1,48,0,0,0,0, 0,17,67.0,12,12,1,0,0,0, -1,-1,0, 70, 0
47854,2006,7,8.59999999999999987e-01,1,34,1,2, 1, 0, 0,0,0,0,0, 0,16,36.5,12, 8,0,0,0,0, -1,-1,0, -1,-1
47855,2006,1,8.59999999999999987e-01,1,29,3,2, 7, 7, 0,0,0,0,0, 0,20,82.7,12,12,0,0,0,0, -1,-1,0, 15, 0
47856,2006,5,8.59999999999999987e-01,1,26,1,2, 1, 1,14,0,0,0,0, 1,16,74.4,12,12,1,0,0,0, -1,-1,0,  6, 0
47857,2006,2,9.49999999999999956e-01,1,27,1,2, 1, 1,32,0,0,0,0, 0,16,64.1,12,12,1,0,0,0, -1,-1,0, 25, 0
47858,2006,1,4.29999999999999993e-01,1,23,2,2, 1, 1,70,0,0,0,0, 0,14,63.5,12,12,0,0,0,0, -1,-1,0, 50, 0
47859,2006,5,1.90999999999999992e+00,2,34,2,2, 1, 1,14,0,0,0,0, 0,14,50.7,10,10,1,0,0,0, -1,-1,0,  6, 0
47860,2006,5,8.59999999999999987e-01,2,20,2,2, 1, 1,18,0,0,0,0, 0,14,33.1,11, 0,2,0,0,0, -1,-1,0,  5, 0
47861,2006,1,8.59999999999999987e-01,2,63,2,2, 1, 1,10,0,0,0,0, 0,12,28.4,12,12,0,0,0,0, -1,-1,0, -1,-1
47862,2006,1,8.59999999999999987e-01,2,43,2,2, 1, 1,14,0,0,0,0, 1,12,27.5,10, 0,0,0,0,0, -1,-1,0, -1,-1
47863,2006,7,1.90999999999999992e+00,2,29,3,2, 2, 0, 0,0,0,0,0, 0, 8,-1.0,12, 0,0,0,0,0, -1,-1,0, -1,-1
47864,2006,7,8.59999999999999987e-01,1,77,2,2, 1, 0, 0,0,0,0,0, 0,10,31.5,12, 0,0,0,0,0, -1,-1,0, -1,-1
47865,2006,1,1.29000000000000004e+00,1,26,3,2, 7, 7, 0,0,0,0,0, 0,16,83.7,12,12,0,0,0,0, -1,-1,0, 20, 0
47866,2006,7,4.29999999999999993e-01,2,36,3,2, 2, 0, 0,0,0,0,0, 0,14,79.8,12, 0,0,0,0,0, -1,-1,0, -1,-1
47867,2006,6,9.00000000000000022e-01,1,39,1,4, 1, 1,14,0,0,0,0, 1,16,64.1,12,12,1,0,0,0, -1,-1,0, 20, 0
47868,2006,4,9.00000000000000022e-01,1,55,1,4, 1, 1,60,0,0,0,0, 1,13,73.3,12,12,0,0,0,0, -1,-1,0, 50, 0
47869,2006,2,2.24000000000000021e+00,1,30,1,4, 1, 1,60,0,0,0,0, 0,13,44.7,12,12,1,0,0,0, -1,-1,0,  2, 0
47870,2006,2,1.35000000000000009e+00,1,49,1,4, 4, 1,14,0,0,0,0, 1,12,36.5,12,12,1,0,0,0, -1,-1,0,  4, 0
47871,2006,6,1.35000000000000009e+00,2,46,1,4, 1, 1,22,0,0,0,0, 1,12,68.1,12,12,1,0,0,0, -1,-1,0,  2, 0
47872,2006,7,9.00000000000000022e-01,1,27,1,4, 1, 0, 0,0,0,0,0, 0,16,50.7,12,12,0,0,0,0, -1,-1,0, -1,-1
47873,2006,7,9.00000000000000022e-01,2,62,1,4, 1, 0, 0,0,0,0,0, 0,12,53.7,12, 0,0,0,0,0, -1,-1,0, -1,-1
47874,2006,1,9.00000000000000022e-01,1,34,1,4, 1, 1,60,0,0,0,0, 1,14,30.1,12,11,0,0,0,0, -1,-1,0, -1,-1
47875,2006,7,9.00000000000000022e-01,1,54,1,4, 1, 0, 0,0,0,0,0, 0,14,50.7,12, 3,0,0,0,0, -1,-1,0, -1,-1
47876,2006,7,1.00000000000000000e+00,2,99,1,4, 1, 0, 0,0,0,0,0, 0, 9,33.1,13, 0,0,0,0,0, -1,-1,0, -1,-1
47877,2006,1,4.50000000000000011e-01,2,80,1,4, 1, 1,60,0,0,0,0, 0,12,36.5,11, 0,0,0,0,0, -1,-1,0, -1,-1
47878,2006,4,9.00000000000000022e-01,2,23,1,4, 1, 1,14,0,0,0,0, 1,16,50.7,12, 9,0,0,0,0, -1,-1,0,  0,45
47879,2006,7,1.35000000000000009e+00,1,21,1,4, 1, 0, 0,0,0,0,0, 0,11,31.5,12,11,0,0,0,0, -1,-1,0, -1,-1
47880,2006,7,4.50000000000000011e-01,2,84,1,5, 1, 0, 0,0,0,0,0, 0,14,38.4, 9, 0,0,0,0,0, -1,-1,0, -1,-1
47881,2006,2,1.98999999999999999e+00,1,47,1,5, 1, 1,14,0,0,0,0, 1,12,28.4,12,11,1,0,0,0, -1,-1,0,  0,30
47882,2006,7,4.50000000000000011e-01,2,29,1,5, 1, 0, 0,0,0,0,0, 0,12,63.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47883,2006,2,4.50000000000000011e-01,2,79,1,5, 1, 1,14,0,0,0,0, 0,13,29.3,10, 3,2,0,0,0, -1,-1,0, -1,-1
47884,2006,7,4.50000000000000011e-01,2,33,1,5, 1, 0, 0,0,0,0,0, 0,13,50.7,10,10,0,0,0,0, -1,-1,0, -1,-1
47885,2006,5,9.00000000000000022e-01,1,62,1,5, 1, 1,22,0,0,0,0, 1,13,25.8,12,12,2,0,0,0, -1,-1,0, 20, 0
47886,2006,7,9.00000000000000022e-01,1,41,1,5, 1, 0, 0,0,0,0,0, 0,10,28.4,12,10,0,0,0,0, -1,-1,0, -1,-1
47887,2006,6,9.00000000000000022e-01,1,52,1,5, 1, 1,14,0,0,0,0, 1,12,39.0,12,12,2,0,0,0, -1,-1,0, -1,-1
47888,2006,2,9.00000000000000022e-01,1,35,1,5, 1, 1,60,0,0,0,0, 1,12,49.6,12,12,1,0,0,0, -1,-1,0,  3, 0
47889,2006,4,9.00000000000000022e-01,1,47,1,5, 1, 1,22,0,0,0,0, 1,14,64.1,12,12,0,0,0,0, -1,-1,0,  1, 0
47890,2006,1,9.00000000000000022e-01,1,23,1,5, 1, 1,14,0,0,0,0, 0,14,44.7,12,12,0,0,0,0, -1,-1,0, -1,-1
47891,2006,2,4.50000000000000011e-01,2,33,1,5, 1, 1,14,0,0,0,0, 0,14,60.5,11, 0,1,0,0,0, -1,-1,0,  0,45
47892,2006,2,1.35000000000000009e+00,2,51,1,5, 1, 4, 0,0,0,0,0, 1,12,26.4,12,11,1,0,0,0, -1,-1,0,  1, 0
47893,2006,5,9.00000000000000022e-01,1,34,1,5, 1, 1,60,0,0,0,0, 1,14,63.5,12,12,1,0,0,0, -1,-1,0,  1, 0
47894,2006,6,8.59999999999999987e-01,2,39,1,4, 1, 1,14,0,0,0,0, 1,14,38.9,12, 0,1,0,0,0, -1,-1,0, 15, 0
47895,2006,4,1.29000000000000004e+00,2,48,1,4, 2, 2, 0,0,0,0,0, 2,13,63.5,13,13,0,0,0,0, -1,-1,0, 20, 0
47896,2006,1,8.59999999999999987e-01,1,36,1,4, 2, 2, 0,0,0,0,0, 2,18,80.3,12,12,0,0,0,0, -1,-1,0,  7, 0
47897,2006,1,8.59999999999999987e-01,1,36,1,4, 1, 1,48,0,0,0,0, 1,14,48.5,12,12,0,0,0,0, -1,-1,0,  2, 0
47898,2006,7,8.59999999999999987e-01,2,73,1,4, 1, 0, 0,0,0,0,0, 0,12,37.7,12, 0,0,0,0,0, -1,-1,0, -1,-1
47899,2006,7,1.29000000000000004e+00,2,40,1,4, 4, 0, 0,0,0,0,0, 0,16,64.2,12,12,0,0,0,0, -1,-1,0, -1,-1
47900,2006,7,4.29999999999999993e-01,1,40,1,4, 4, 0, 0,0,0,0,0, 0,11,38.2,11,11,0,0,0,0, -1,-1,0, -1,-1
47901,2006,4,8.59999999999999987e-01,1,85,1,4, 1, 1,60,0,0,0,0, 1, 8,54.9,98, 8,0,0,0,0, -1,-1,0,  1, 0
47902,2006,7,4.29999999999999993e-01,2,28,1,4, 2, 0, 0,0,0,0,0, 0,18,78.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47903,2006,7,8.59999999999999987e-01,1,20,1,4, 2, 0, 0,0,0,0,0, 0,12,35.1, 5, 5,0,0,0,0, -1,-1,0, -1,-1
47904,2006,7,8.59999999999999987e-01,2,29,1,4, 1, 0, 0,0,0,0,0, 0,16,63.5,13,12,0,0,0,0, -1,-1,0, -1,-1
47905,2006,6,8.59999999999999987e-01,2,49,1,4, 2, 2, 0,0,0,0,0, 1,12,18.5,13,13,1,0,0,0, -1,-1,0,  3, 0
47906,2006,7,1.29000000000000004e+00,1,19,3,2, 2, 0, 0,0,0,0,0, 0,13,33.1,12,10,0,0,0,0, -1,-1,0, -1,-1
47907,2006,7,8.59999999999999987e-01,2,24,3,2, 4, 0, 0,0,0,0,0, 0,12,52.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47908,2006,7,4.29999999999999993e-01,2,56,1,2, 1, 0, 0,0,0,0,0, 0,14,64.2,12, 0,0,0,0,0, -1,-1,0, -1,-1
47909,2006,5,8.59999999999999987e-01,2,20,3,2, 4, 2, 0,0,0,0,0, 0,12,32.4,98,12,1,0,0,0, -1,-1,0,  3, 0
47910,2006,7,8.59999999999999987e-01,2,30,1,2, 1, 0, 0,0,0,0,0, 0,16,69.2,12,12,0,0,0,0, -1,-1,0, -1,-1
47911,2006,1,8.59999999999999987e-01,2,28,1,2, 2, 2, 0,0,0,0,0, 1,16,38.4,12, 2,0,0,0,0, -1,-1,0,  2, 0
47912,2006,2,8.59999999999999987e-01,2,38,1,4, 2, 2, 0,0,0,0,0, 2,16,81.0,12,12,1,0,0,0, -1,-1,0, 15, 0
47913,2006,7,8.59999999999999987e-01,2,51,1,4, 1, 0, 0,0,0,0,0, 0,12,26.4,12,12,0,0,0,0, -1,-1,0, -1,-1
47914,2006,7,8.59999999999999987e-01,2,41,1,4, 1, 0, 0,0,0,0,0, 0,13,65.8,12,12,0,0,0,0, -1,-1,0, -1,-1
47915,2006,7,4.29999999999999993e-01,2,53,1,4, 2, 0, 0,0,0,0,0, 0,12,50.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47916,2006,3,4.29999999999999993e-01,1,25,1,4, 1, 2, 0,0,0,0,0, 0,17,63.2,12,12,1,0,0,0, -1,-1,0,  5, 0
47917,2006,1,4.29999999999999993e-01,2,76,1,4, 2, 2, 0,0,0,0,0, 0,12,36.2,98, 0,0,0,0,0, -1,-1,0, -1,-1
47918,2006,3,4.29999999999999993e-01,1,55,1,4, 1, 1,48,0,0,0,0, 0,14,34.2,10,10,1,0,0,0, -1,-1,0,  3, 0
47919,2006,7,8.59999999999999987e-01,1,70,1,4, 1, 0, 0,0,0,0,0, 0,12,63.5,13, 0,0,0,0,0, -1,-1,0, -1,-1
47920,2006,5,8.59999999999999987e-01,1,35,1,4,12, 2, 0,0,0,0,0, 4,12,49.6,12,12,1,0,0,0, -1,-1,0,  3, 0
47921,2006,7,1.29000000000000004e+00,2,58,1,4, 2, 0, 0,0,0,0,0, 0,12,26.4,13,13,0,0,0,0, -1,-1,0, -1,-1
47922,2006,4,8.59999999999999987e-01,2,44,1,4, 2, 2, 0,0,0,0,0, 3,16,76.4,12,12,0,0,0,0, -1,-1,0,  3, 0
47923,2006,4,8.59999999999999987e-01,2,47,1,4, 2, 2, 0,0,0,0,0, 2,16,73.7,12,12,0,0,0,0, -1,-1,0,  5, 0
47924,2006,3,9.49999999999999956e-01,1,72,1,4, 1, 2, 0,0,0,0,0, 1,13,64.2,13,13,1,0,0,0, -1,-1,0,  1, 0
47925,2006,7,8.59999999999999987e-01,2,63,1,4, 2, 0, 0,0,0,0,0, 0,16,61.9,12, 0,0,0,0,0, -1,-1,0, -1,-1
47926,2006,3,8.59999999999999987e-01,1,46,1,4, 4, 1,18,0,0,0,0, 2,18,63.5,12,12,1,0,0,0, -1,-1,0, 15, 0
47927,2006,7,4.29999999999999993e-01,1,71,1,4, 1, 0, 0,0,0,0,0, 0,12,82.7,12,98,0,0,0,0, -1,-1,0, -1,-1
47928,2006,7,4.29999999999999993e-01,1,43,1,4, 3, 0, 0,0,0,0,0, 0,17,63.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47929,2006,1,1.90999999999999992e+00,1,65,1,4, 2, 2, 0,0,0,0,0, 2,14,46.7,12,10,0,0,0,0, -1,-1,0,  7, 0
47930,2006,2,8.59999999999999987e-01,1,43,1,4, 1, 1,14,0,0,0,0, 1,18,64.1,12,12,1,0,0,0, -1,-1,0,  5, 0
47931,2006,7,1.29000000000000004e+00,2,54,2,4, 1, 0, 0,0,0,0,0, 0,14,27.5, 8, 0,0,0,0,0, -1,-1,0, -1,-1
47932,2006,4,8.59999999999999987e-01,2,40,2,4, 1, 1,18,0,0,0,0, 1,10,50.7,12,12,0,0,0,0, -1,-1,0,  2, 0
47933,2006,3,4.29999999999999993e-01,1,58,2,4, 1, 1,15,0,0,0,0, 0,13,29.2,12, 6,1,0,0,0, -1,-1,0,  4, 0
47934,2006,4,8.59999999999999987e-01,2,31,2,4, 1, 1,10,0,0,0,0, 0, 2,38.9,12,12,0,0,0,0, -1,-1,0, 10, 0
47935,2006,7,4.29999999999999993e-01,1,48,2,4, 1, 0, 0,0,0,0,0, 0,12,26.7,12,12,0,0,0,0, -1,-1,0, -1,-1
47936,2006,1,8.59999999999999987e-01,1,18,2,4, 1, 1,60,0,0,0,0, 0,11,29.0,11, 3,0,0,0,0, -1,-1,0,  1, 0
47937,2006,5,8.59999999999999987e-01,2,48,2,4, 1, 1,60,0,0,0,0, 0,15,29.3,12,12,2,0,0,0, -1,-1,0, -1,-1
47938,2006,1,8.59999999999999987e-01,1,61,2,4, 1, 1,14,0,0,0,0, 1,14,42.4,12, 0,0,0,0,0, -1,-1,0, -1,-1
47939,2006,7,8.59999999999999987e-01,2,38,1,5, 1, 0, 0,0,0,0,0, 0,15,57.1,12, 0,0,0,0,0, -1,-1,0, -1,-1
47940,2006,2,1.90999999999999992e+00,2,62,1,5, 1, 1,35,0,0,0,0, 2,18,80.3,12, 0,1,0,0,0, -1,-1,0,  7, 0
47941,2006,5,8.59999999999999987e-01,1,72,1,5, 1, 1,70,0,0,0,0, 1,20,92.8,12, 0,1,0,0,0, -1,-1,0, 10, 0
47942,2006,6,8.59999999999999987e-01,2,87,1,5, 1, 1,48,0,0,0,0, 1,16,80.3,12, 0,1,0,0,0, -1,-1,0,  1, 0
47943,2006,4,4.29999999999999993e-01,1,71,1,5, 1, 1,60,0,0,0,0, 0,12,63.5,12,12,0,0,0,0, -1,-1,0,  2, 0
47944,2006,7,8.59999999999999987e-01,2,76,1,5, 2, 0, 0,0,0,0,0, 0,14,64.2,12,13,0,0,0,0, -1,-1,0, -1,-1
47945,2006,2,8.59999999999999987e-01,2,56,1,5, 1, 1,14,0,0,0,0, 2,15,74.4,12,12,1,0,0,0, -1,-1,0, 10, 0
47946,2006,4,8.59999999999999987e-01,1,71,1,5, 1, 1,22,0,0,0,0,11,18,63.5,12, 0,0,0,0,0, -1,-1,0,  3, 0
47947,2006,7,8.59999999999999987e-01,2,55,1,5, 1, 0, 0,0,0,0,0, 0,18,83.7,98,98,0,0,0,0, -1,-1,0, -1,-1
47948,2006,2,8.59999999999999987e-01,1,37,1,5, 1, 1,14,0,0,0,0, 1,17,43.4,12,12,1,0,0,0, -1,-1,0,  0,30
